LMcMc,LMcP,LMcPT,LMnMc,LMnP,LPMn,thetaMcMc,thetaMcP,thetaMcPT,thetaPMn,UMcMc,UMcP,UMcPT,UMnMc,UMnP,UPMn,16,Node,ICs,Orbit
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 105/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[1.6897483389487022, 1.2156847198963714, 1.2360713577263567]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 105/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 2,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9367708746972423, 1.6670061789306823, 1.305443486721901]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.6987346888888237, 1.204156379063646, 1.4222109257625242]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.3200428339760277, 1.1909012024482029, 1.1294583751464817]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.0007886771446035, 1.251646636918208, 1.3918992945173863]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.9292514214131513, 1.2754572176264598, 1.2916910197275155]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.6954337977882386, 1.371820594838074, 1.140918922199852]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.931758900763744, 1.680720501172542, 1.1252531706812203]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.9201219473545157, 1.1105547755558405, 1.4051086179982948]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.915013465513365, 1.4274395047876982, 1.3649158741300642]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[1.6897483389487022, 1.2156847198963714, 1.2360713577263567]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 5/4,thetaPMn -> 77/128,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.9367708746972423, 1.6670061789306823, 1.305443486721901]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.6987346888888237, 1.204156379063646, 1.4222109257625242]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.3200428339760277, 1.1909012024482029, 1.1294583751464817]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.0007886771446035, 1.251646636918208, 1.3918992945173863]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9292514214131513, 1.2754572176264598, 1.2916910197275155]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.6954337977882386, 1.371820594838074, 1.140918922199852]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.931758900763744, 1.680720501172542, 1.1252531706812203]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9201219473545157, 1.1105547755558405, 1.4051086179982948]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.915013465513365, 1.4274395047876982, 1.3649158741300642]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[1.6897483389487022, 1.2156847198963714, 1.2360713577263567]",Large
LMcMc -> 1/2,LMcP -> 23/8,LMcPT -> 1,LMnMc -> 7/32,LMnP -> 7/16,LPMn -> 1/2,thetaMcMc -> 3/2,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 7/4,thetaPMn -> 147/512,UMcMc -> 1,UMcP -> 3,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9367708746972423, 1.6670061789306823, 1.305443486721901]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.6987346888888237, 1.204156379063646, 1.4222109257625242]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.3200428339760277, 1.1909012024482029, 1.1294583751464817]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.0007886771446035, 1.251646636918208, 1.3918992945173863]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.9292514214131513, 1.2754572176264598, 1.2916910197275155]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.6954337977882386, 1.371820594838074, 1.140918922199852]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.931758900763744, 1.680720501172542, 1.1252531706812203]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.9201219473545157, 1.1105547755558405, 1.4051086179982948]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.915013465513365, 1.4274395047876982, 1.3649158741300642]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[1.6897483389487022, 1.2156847198963714, 1.2360713577263567]",Large
LMcMc -> 7/16,LMcP -> 2,LMcPT -> 7/8,LMnMc -> 7/16,LMnP -> 7/8,LPMn -> 1/2,thetaMcMc -> 193/128,thetaMcP -> 1,thetaMcPT -> 3/2,thetaMnMc -> 393/256,thetaPMn -> 77/128,UMcMc -> 7/8,UMcP -> 149/64,UMcPT -> 1,UMnMc -> 7/8,UMnP -> 1,UPMn -> 5/2,Middle Bottom,"[2.9367708746972423, 1.6670061789306823, 1.305443486721901]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.6987346888888237, 1.204156379063646, 1.4222109257625242]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.3200428339760277, 1.1909012024482029, 1.1294583751464817]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.0007886771446035, 1.251646636918208, 1.3918992945173863]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9292514214131513, 1.2754572176264598, 1.2916910197275155]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.6954337977882386, 1.371820594838074, 1.140918922199852]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.931758900763744, 1.680720501172542, 1.1252531706812203]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9201219473545157, 1.1105547755558405, 1.4051086179982948]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.915013465513365, 1.4274395047876982, 1.3649158741300642]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[1.6897483389487022, 1.2156847198963714, 1.2360713577263567]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9367708746972423, 1.6670061789306823, 1.305443486721901]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.6987346888888237, 1.204156379063646, 1.4222109257625242]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.3200428339760277, 1.1909012024482029, 1.1294583751464817]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.0007886771446035, 1.251646636918208, 1.3918992945173863]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9292514214131513, 1.2754572176264598, 1.2916910197275155]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.6954337977882386, 1.371820594838074, 1.140918922199852]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.931758900763744, 1.680720501172542, 1.1252531706812203]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9201219473545157, 1.1105547755558405, 1.4051086179982948]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.915013465513365, 1.4274395047876982, 1.3649158741300642]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[1.6897483389487022, 1.2156847198963714, 1.2360713577263567]",Large
LMcMc -> 1/2,LMcP -> 15/8,LMcPT -> 1/2,LMnMc -> 7/8,LMnP -> 105/128,LPMn -> 1/2,thetaMcMc -> 9/8,thetaMcP -> 3/2,thetaMcPT -> 5/2,thetaMnMc -> 5/4,thetaPMn -> 203/256,UMcMc -> 1,UMcP -> 2,UMcPT -> 1,UMnMc -> 1,UMnP -> 7/8,UPMn -> 7/2,Middle Bottom,"[2.9367708746972423, 1.6670061789306823, 1.305443486721901]",Large
LMcMc -> 1,LMcP -> 39/8,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 5/2,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 11/4,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 5,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 5/2,Middle Bottom,"[2.6987346888888237, 1.204156379063646, 1.4222109257625242]",Large
LMcMc -> 1,LMcP -> 39/8,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 5/2,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 11/4,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 5,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 5/2,Middle Bottom,"[2.3200428339760277, 1.1909012024482029, 1.1294583751464817]",Large
LMcMc -> 1,LMcP -> 39/8,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 5/2,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 11/4,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 5,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 5/2,Middle Bottom,"[2.0007886771446035, 1.251646636918208, 1.3918992945173863]",Large
LMcMc -> 1,LMcP -> 39/8,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 5/2,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 11/4,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 5,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 5/2,Middle Bottom,"[2.9292514214131513, 1.2754572176264598, 1.2916910197275155]",Large
LMcMc -> 1,LMcP -> 39/8,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 5/2,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 11/4,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 5,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 5/2,Middle Bottom,"[2.6954337977882386, 1.371820594838074, 1.140918922199852]",Large
LMcMc -> 1,LMcP -> 39/8,LMcPT -> 1,LMnMc -> 7/16,LMnP -> 21/32,LPMn -> 1/2,thetaMcMc -> 5/2,thetaMcP -> 3/2,thetaMcPT -> 2,thetaMnMc -> 11/4,thetaPMn -> 245/512,UMcMc -> 2,UMcP -> 5,UMcPT -> 2,UMnMc -> 7/8,UMnP -> 7/8,UPMn -> 5/2,Middle Bottom,"[2.931758900763744, 1.680720501172542, 1.1252531706812203]",Large
